CatNo,LengthMax,LengthAxial,WidthMax,WidthBasal,WidthNeck,Thickness,DSA,PSA,WeightActual,Material,PointType1,PointType2,PointType3,Source,Site,Site_Upper,Area_Jennings,County,Exclude_LW
1277-19,-16,-13,15,15,,2,,,,CCS,Cottonwood Triangular,Cottonwood,Desert Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1277-2,-14,-14,13,7,,4,,95,0.7,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1282-2,-18,-18,14,6,,3,,120,,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.23. Grass Valley.xlsx,26LA1282,26LA1282,Western,Lander,No
1251-3,-16,-16,-17,-9,,3,,120,,Obsidian,Rosegate series,Rosegate,Rosegate Series,Table S2.23. Grass Valley.xlsx,26LA1251,26LA1251,Western,Lander,No
1246-9,-22,-22,23,-7,,6,,,,FGV,Rosegate series,Rosegate,Rosegate Series,Table S2.23. Grass Valley.xlsx,26LA1246,26LA1246,Western,Lander,No
1246-6,-26,-25,-23,13,,6,,110,,FGV,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1246,26LA1246,Western,Lander,No
1277-10,-33,-32,-21,14,,5,,125,,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1277-11,-27,-26,22,14,,4,,130,,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1277-12,-25,-25,-19,14,,3,,120,,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1277-13,-23,-23,24,17,,5,,130,,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1277-14,-19,-19,27,-14,,5,,125,,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1277-16,-28,-28,-26,17,,5,,140,,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1251-2,-22,-22,-21,13,,5,,120,,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1251,26LA1251,Western,Lander,No
1246-8,-42,-40,22,-14,,5,,130,,CCS,Elko Eared,Elko Eared,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1246,26LA1246,Western,Lander,No
1246-7,26,-21,16,,,4,,110,,FGV,Elko series,Elko Series,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1246,26LA1246,Western,Lander,No
1277-9,-39,-36,29,22,,6,,125,,CCS,Elko series,Elko Series,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1277-20,26,26,18,12,,4,,,1.5,CCS,Elko series,Elko Corner-notched,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1277-28,-26,,-20,-12,,4,,135,,CCS,Elko series,Elko Series,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1282-1,-29,-26,21,21,,3,,125,,CCS,Elko series,Elko Series,Elko Series,Table S2.23. Grass Valley.xlsx,26LA1282,26LA1282,Western,Lander,No
1277-17,28,28,21,8,,6,,90,2.6,CCS,Gatecliff Contracting Stem,Gatecliff Contracting Stem,Gatecliff Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1251-1,-34,-33,23,10,,6,,60,,CCS,Gatecliff Contracting Stem,Gatecliff Contracting Stem,Gatecliff Series,Table S2.23. Grass Valley.xlsx,26LA1251,26LA1251,Western,Lander,No
1246-10,-35,-35,-22,11,,5,,60,,CCS,Gatecliff Contracting Stem,Gatecliff Contracting Stem,Gatecliff Series,Table S2.23. Grass Valley.xlsx,26LA1246,26LA1246,Western,Lander,No
1277-31,-42,-39,22,10,,5,,90,,CCS,Gatecliff Split Stem,Gatecliff Split Stem,Gatecliff Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1277-1,-34,-34,-18,-6,,4,,,2.4,CCS,Gatecliff series,Gatecliff Series,Gatecliff Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1277-7,-34,-32,26,21,,7,,100,,FGV,Gatecliff series,Gatecliff Series,Gatecliff Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1277-8,-45,-45,23,11,,6,,45,,FGV,Gatecliff series,Gatecliff Series,Gatecliff Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1277-6,-15,-15,19,19,,5,,180,,FGV,Northern Side-notched,Northern Side-notched,Large Side-notched,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1251-4,-34,-30,23,22,,5,,180,,Quartzite,Northern Side-notched,Northern Side-notched,Large Side-notched,Table S2.23. Grass Valley.xlsx,26LA1251,26LA1251,Western,Lander,No
1277-18,-21,-19,12,12,,3,,,,CCS,Humboldt series,Humboldt,Humboldt Series,Table S2.23. Grass Valley.xlsx,26LA1277,26LA1277,Western,Lander,No
1246-15,-34,-32,-15,10,,5,,,,CCS,Humboldt series,Humboldt,Humboldt Series,Table S2.23. Grass Valley.xlsx,26LA1246,26LA1246,Western,Lander,No
RR2061,-29,-23.7,-14.5,-14.5,8.4,4.1,205,160,0.9,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY318,26NY318,Western,Nye,No
RR2062,-20.8,-17.6,-13,-13,6.5,2.6,200,190,0.5,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY336,26NY336,Western,Nye,No
RR2073,-21.7,-18.2,-11.9,-11.9,-7.7,3.1,200,165,0.6,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY336,26NY336,Western,Nye,No
RR2095,-24.6,-22.9,10.7,-10.6,7.1,3.5,180,150,0.6,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY329,26NY329,Western,Nye,No
RR2244,28.7,28.2,15.3,15.3,9.5,3,200,190,1,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY338,26NY338,Western,Nye,No
RR2273,-18,-18,11.2,11.2,8,2.4,195,150,0.5,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA612,26LA612,Western,Lander,No
RR2306,22.4,19.7,15.5,15.5,7.7,3.3,210,180,0.8,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2336,15.5,13,-11.5,-11.5,-7.8,1.9,230,130,0.3,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY316,26NY316,Western,Nye,No
RR2340,-21.5,-21.1,11,-11,6.1,2.7,205,160,0.5,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY316,26NY316,Western,Nye,No
RR2342,-19.9,-16.8,13,13,7.4,2.4,210,150,0.5,Obsidian,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY316,26NY316,Western,Nye,No
RR2349,-28.8,-27.4,-14,-14,6.3,3.9,200,130,0.9,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY325,26NY325,Western,Nye,No
RR2350,-23.7,-21.7,9.7,9.7,5.3,2.3,180,190,0.5,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY316,26NY316,Western,Nye,No
RR2379,-27.7,-27.7,-14.4,-14.4,6.6,3.3,180,180,0.8,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2865,-24.6,-24.6,13,12.2,5.2,2.7,180,180,0.5,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA620,26LA620,Western,Lander,No
RR3891,-18,-16.8,11.3,11.3,6.7,2.1,210,170,0.3,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY309,26NY309,Western,Nye,No
RR6055,16.6,13.9,-12,-12,8.5,2.9,240,150,0.4,CCS,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY309,26NY309,Western,Nye,No
RR6068,-28,-28,-14.6,-14.6,8.2,4.2,190,150,1,Obsidian,Desert Side Notched,Desert Side-notched,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY309,26NY309,Western,Nye,No
RR2167,-27,-26.2,13,11.9,,2.3,,,0.8,CCS,Cottonwood Triangular,Cottonwood,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2190,-23.8,-21.5,14.5,14.5,,3.2,,,0.6,CCS,Cottonwood Triangular,Cottonwood,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY340,26NY340,Western,Nye,No
RR2335,13.6,12.5,9.1,8.3,,1.7,,,0.2,CCS,Cottonwood Triangular,Cottonwood,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY316,26NY316,Western,Nye,No
RR2339,-15,-14.2,-12,-12,,2.6,,,0.3,CCS,Cottonwood Triangular,Cottonwood,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY316,26NY316,Western,Nye,No
RR2353,-29,-24.3,11.6,-10.7,,3.7,,,1.3,Rhyolite,Cottonwood Triangular,Cottonwood,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2408,-17.9,-17.9,17.7,17.7,,3.3,,,0.8,Obsidian,Cottonwood Triangular,Cottonwood,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA616,26LA616,Western,Lander,No
RR6069,-18.8,-18.8,13.4,13.4,,2.4,,,0.2,Obsidian,Cottonwood Triangular,Cottonwood,Desert Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY309,26NY309,Western,Nye,No
RR2100,-32,-32,19.5,9.4,6,3.7,150,130,1.5,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA626,26LA626,Western,Lander,No
RR2101,-31.3,-31.3,20,7.3,7.8,3.6,120,110,0.9,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA626,26LA626,Western,Lander,No
RR2120,30.3,30.3,12.6,7.1,5.1,3,140,130,0.9,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2187,-34.3,-34.3,-19.8,-9.2,8.6,3.7,150,110,1.5,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY340,26NY340,Western,Nye,No
RR2196,33.9,33.9,26.3,9.5,9.9,4.3,150,100,2.3,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA606,26LA606,Western,Lander,No
RR2202,26,26,-18.8,7.5,7.6,3,140,90,1.2,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA606,26LA606,Western,Lander,No
RR2230,19.9,19.9,10.7,8,7,3.2,190,110,0.7,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY341,26NY341,Western,Nye,No
RR2231,-26.9,-26.9,13.1,6.9,5.9,2.8,160,100,0.8,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY341,26NY341,Western,Nye,No
RR2232,-44.3,-44.3,17.3,7.5,6.8,3.7,130,100,2.3,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY341,26NY341,Western,Nye,No
RR2235,-32.7,-32.7,-22.1,9.8,9.6,2.9,140,110,1.1,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY341,26NY341,Western,Nye,No
RR2251,34.1,34.1,15.4,7.8,8.1,4.4,160,90,1.9,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY339,26NY339,Western,Nye,No
RR2255,-31.9,-31.9,19,7.9,8,3.8,110,100,0.8,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY339,26NY339,Western,Nye,No
RR2265,-27.3,-26.9,17.8,-8.3,7.7,3.2,130,105,1.1,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA608,26LA608,Western,Lander,No
RR2266,-28.3,-27,-19.6,7.8,8,4.1,,100,1.6,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA608,26LA608,Western,Lander,No
RR2272,-28.9,-28.2,-19.4,8,7.1,2.8,130,110,0.7,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA612,26LA612,Western,Lander,No
RR2292,-36.4,-36.4,18.6,9,8.6,3.7,140,110,1.6,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2299,20.7,20.7,12.7,8.1,6.8,3.3,160,110,0.7,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2319,32.1,32.1,-16.9,9.5,6.7,3.5,145,130,1.2,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY313,26NY313,Western,Nye,No
RR2343,-35,-35,13.8,8.7,6.4,5.8,165,140,1.8,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY316,26NY316,Western,Nye,No
RR2362,-33,-33,-19.6,-6.2,5.5,4,140,100,1.8,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA610,26LA610,Western,Lander,No
RR2372,-34,-34,-19.9,8.6,8.1,4.2,120,110,1.7,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA604,26LA604,Western,Lander,No
RR2382,-36.9,-36.9,-18.7,8.6,8,3.8,130,100,1.7,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY337,26NY337,Western,Nye,No
RR2400,-41.7,-41.7,17.1,-8.7,7.6,4.4,140,100,2.5,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA617,26LA617,Western,Lander,No
RR2423,-40.4,-40.4,-20.6,9.7,9,3.7,120,110,2.1,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY335,26NY335,Western,Nye,No
RR2432,35.4,35.4,17.9,9.4,7.3,4.6,150,110,2.2,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2804,38.7,38.3,18.3,7.5,7.2,4.2,120,100,2.4,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA621,26LA621,Western,Lander,No
RR2860,-32.5,-31,-18.5,-6.1,5.9,3.2,140,100,0.7,CCS,Rosegate series,Rosegate,Rosegate Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA620,26LA620,Western,Lander,No
RR2065,-43.7,-41.2,22.9,18.7,14.4,4.3,160,140,2.5,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY336,26NY336,Western,Nye,No
RR2067,-41.8,-41.8,22,19.1,14.9,4.4,140,130,2.7,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY336,26NY336,Western,Nye,No
RR2070,-38,-38,-26,19.8,14.3,4.1,135,120,1.3,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY336,26NY336,Western,Nye,No
RR2071,-46.6,-45.4,-28,-17.5,15.1,5.1,165,110,3.3,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY336,26NY336,Western,Nye,No
RR2077,-46,-46,24.9,17.7,15.4,5,165,120,3.9,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY336,26NY336,Western,Nye,No
RR2098,-41.4,-40.7,,16.4,12.6,7.1,240,130,2.7,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA626,26LA626,Western,Lander,No
RR2099,-45.7,-43.4,-25,-16,12.8,5.4,150,130,4.5,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA626,26LA626,Western,Lander,No
RR2102,-37,-37,25.8,15.2,11.7,5.7,140,150,4.2,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA626,26LA626,Western,Lander,No
RR2134,-42.2,-41.8,-23,13.4,11.2,5,170,120,2.7,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2135,-40.1,-40.1,17.8,12.9,9.7,4.9,150,140,1.4,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2148,-40,-38.8,16.4,-11.6,8.6,5.1,165,120,2.2,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2162,-37,-34.7,-26.7,-15.7,14.2,4.4,170,130,2.7,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2176,-53.7,-53.7,24.3,18.4,13.8,4.6,160,140,3.2,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY344,26NY344,Western,Nye,No
RR2177,-43.6,-43.6,-27.4,17,12.4,4,140,120,2.3,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY344,26NY344,Western,Nye,No
RR2180,-48,-45,-20.7,15.4,12.7,5.9,150,110,3.8,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY340,26NY340,Western,Nye,No
RR2182,-44.5,-44.5,-21.8,15.7,14.1,4.3,150,120,3.2,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY340,26NY340,Western,Nye,No
RR2188,26.6,26.6,-21,10.7,10.3,3.7,180,110,1.9,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY340,26NY340,Western,Nye,No
RR2201,-35.5,-34.2,-19.8,-13.5,10.6,4.7,160,120,2.1,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA606,26LA606,Western,Lander,No
RR2204,-49.4,-49.4,-25.8,-11.9,10.3,3.9,150,110,2.4,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA606,26LA606,Western,Lander,No
RR2212,-40,-37.6,-24.1,17.7,13,4.7,160,135,1.9,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA606,26LA606,Western,Lander,No
RR2220,-36.7,-35.1,-22,13.8,11.5,4.7,165,150,1.8,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA606,26LA606,Western,Lander,No
RR2237,-33.6,-32.5,-21,-15,-10.7,4.4,190,120,1.5,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY341,26NY341,Western,Nye,No
RR2250,-41.5,-40,26,-12.7,10.6,4,130,110,2.3,Rhyolite,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY338,26NY338,Western,Nye,No
RR2271,-32.6,-32.6,18.3,10.3,8,3.5,150,130,1.5,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA612,26LA612,Western,Lander,No
RR2275,37.6,36.6,22.2,10.9,9.1,5,160,120,3.2,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA612,26LA612,Western,Lander,No
RR2277,-27,-27,20.8,15.5,11.5,3.1,190,130,0.8,Obsidian,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA612,26LA612,Western,Lander,No
RR2288,-29.4,-27.9,-19,-13,10.7,4.7,180,110,1.5,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2291,-32.8,-32.1,-21.9,18.8,13,4.4,170,150,2,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2304,-40.5,-40,24.1,-15.8,12,5.4,150,115,2.1,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY311,26NY311,Western,Nye,No
RR2310,-44,-42.8,23.8,17.6,13.3,6.4,170,140,5.7,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA615,26LA615,Western,Lander,No
RR2315,-39,-38.3,27.4,19.5,13.3,4.8,160,150,2.5,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA613,26LA613,Western,Lander,No
RR2321,-32.5,-32.5,-20.7,-13.5,-10.5,3.7,150,110,1,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA602,26LA602,Western,Lander,No
RR2332,-45.2,-42.7,-23,18.3,15.7,7.6,220,120,5.7,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA602,26LA602,Western,Lander,No
RR2344/45,-34,-34,22.8,10.1,8.4,4.5,140,110,2.5,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY325,26NY325,Western,Nye,No
RR2346,-43,-43,20.6,-17.8,14.4,5.8,180,150,3.7,Rhyolite,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY325,26NY325,Western,Nye,No
RR2352,-45.5,-43.3,-22.5,19.2,13.6,4.9,150,120,3.7,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA614,26LA614,Western,Lander,No
RR2354,-42.7,-41.9,25,15.2,10.6,5.2,130,120,3,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA610,26LA610,Western,Lander,No
RR2360,-36,-34.1,20.1,10.8,10.7,4,165,110,1.5,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA610,26LA610,Western,Lander,No
RR2367,-30,-30,-20,-11.5,-9.7,4.3,125,110,1.1,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY327,26NY327,Western,Nye,No
RR2369,-38.5,-38,-24.8,-18.7,14.1,5.4,160,130,2.7,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA604,26LA604,Western,Lander,No
RR2385,-34.2,-32.2,-24.2,-13.6,-11.7,4.9,140,110,2.5,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY337,26NY337,Western,Nye,No
RR2393,-22.1,-22.1,13.7,11.7,11,3.4,240,125,1,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY337,26NY337,Western,Nye,No
RR2402,-45.5,-45.5,27.5,18,12.4,6,160,130,4.5,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA616,26LA616,Western,Lander,No
RR2404,53,52.6,28.1,18.6,12.9,4.9,150,125,3.9,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA616,26LA616,Western,Lander,No
RR2406,-37.6,-37.6,24.1,-11.8,10.8,4.9,140,120,2.7,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA616,26LA616,Western,Lander,No
RR2409,-45,-45,-24.6,-16,-14.7,5.3,,110,3.8,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26LA616,26LA616,Western,Lander,No
RR2415,-43.5,-43.5,,16.8,13.6,5.6,130,120,3,CCS,Elko Corner Notched,Elko Corner-notched,Elko Series,Table S2.24. Reese River Pinon Ecotone Survey.xlsx,26NY335,26NY335,Western,Nye,No
